order_id,date,customer,region,product,units,unit_price,returned,notes,revenue
11376,2024-01-29,Eve,South,Widget E,4.0,34.64,False,bulk order,138.56
11377,2024-05-28,Ivan,North,Widget C,6.0,10.62,False,gift wrap,63.72
11378,2024-09-23,Sybil,South,Widget B,4.0,19.74,False,,78.96
11379,2024-10-22,Charlie,West,Widget A,4.0,39.8,False,fragile,159.2
11380,2024-01-11,Ruth,South,Widget D,5.0,24.23,True,,121.15
11381,2024-06-12,Eve,South,Widget B,5.0,13.38,False,bulk order,66.9
11382,2024-04-22,Ruth,East,Widget B,5.0,35.06,False,bulk order,175.3
11383,2024-07-05,Charlie,North,Widget B,4.0,20.0,False,,80.0
11384,2024-10-21,Victor,South,Widget D,2.0,38.07,False,bulk order,76.14
11385,2024-08-19,Quentin,South,Widget E,5.0,46.01,False,bulk order,230.04999999999998
11386,2024-08-14,Charlie,West,Widget C,4.0,31.11,False,discount,124.44
11387,2024-11-05,Victor,West,Widget E,7.0,33.97,False,gift wrap,237.79
11388,2024-04-07,Peggy,South,Widget A,9.0,30.58,False,urgent,275.21999999999997
11389,2024-02-24,Ruth,North,Widget C,4.0,42.7,False,gift wrap,170.8
11390,2024-04-20,Sybil,South,Widget A,8.0,19.67,False,,157.36
11391,2024-05-31,Victor,South,Widget D,5.0,26.06,False,,130.29999999999998
11392,2024-09-02,Trent,East,Widget E,7.0,45.8,False,discount,320.59999999999997
11393,2024-03-09,Trent,North,Widget B,2.0,38.95,True,,77.9
11394,2024-11-07,Peggy,East,Widget C,3.0,22.8,False,,68.4
11395,2024-10-15,Trent,North,Widget B,4.0,43.31,False,gift wrap,173.24
11396,2024-09-06,Quentin,North,Widget A,10.0,19.55,True,,195.5
11397,2024-02-05,Quentin,North,Widget B,7.0,35.37,False,fragile,247.58999999999997
11398,2024-08-26,Frank,East,Widget B,7.0,48.26,True,gift wrap,337.82
11399,2024-05-27,Quentin,East,Widget D,4.0,32.99,False,bulk order,131.96
11400,2024-08-14,Trent,East,Widget D,7.0,41.98,True,gift wrap,293.85999999999996
11401,2024-08-31,Diana,West,Widget E,3.0,39.42,True,fragile,118.26
11402,2024-12-02,Heidi,East,Widget A,5.0,44.63,False,bulk order,223.15
11403,2024-12-30,Quentin,West,Widget D,4.0,48.75,False,gift wrap,195.0
11404,2024-07-19,Charlie,West,Widget D,2.0,10.89,False,bulk order,21.78
11405,2024-06-02,Quentin,West,Widget E,5.0,11.11,True,bulk order,55.55
11406,2024-03-13,Olivia,South,Widget C,11.0,33.78,False,discount,371.58000000000004
11407,2024-07-19,Ivan,South,Widget E,6.0,48.17,False,fragile,289.02
11408,2024-10-22,Bob,South,Widget B,10.0,29.43,False,discount,294.3
11409,2024-01-17,Heidi,West,Widget B,6.0,43.59,False,gift wrap,261.54
11410,2024-05-08,Victor,West,Widget D,9.0,40.72,False,,366.48
11411,2024-08-04,Sybil,North,Widget D,5.0,29.93,False,urgent,149.65
11412,2024-03-01,Olivia,West,Widget E,3.0,30.53,False,,91.59
11413,2024-04-13,Alice,South,Widget E,6.0,27.44,False,,164.64000000000001
11414,2024-02-11,Bob,West,Widget A,6.0,20.09,False,bulk order,120.53999999999999
11415,2024-01-25,Quentin,West,Widget B,3.0,44.35,False,gift wrap,133.05
11416,2024-02-08,Niaj,North,Widget E,4.0,18.38,False,gift wrap,73.52
11417,2024-10-17,Peggy,West,Widget C,,46.28,True,urgent,
11418,2024-05-10,Bob,East,Widget A,1.0,24.39,False,discount,24.39
11419,2024-08-16,Trent,North,Widget E,3.0,11.06,False,gift wrap,33.18
11420,2024-04-17,Grace,West,Widget D,2.0,16.74,False,fragile,33.48
11421,2024-06-20,Frank,West,Widget E,4.0,45.51,False,bulk order,182.04
11422,2024-04-11,Peggy,North,Widget D,4.0,15.14,False,,60.56
11423,2024-12-19,Heidi,West,Widget D,7.0,39.55,False,urgent,276.84999999999997
11424,2024-01-12,Bob,South,Widget B,8.0,17.31,False,fragile,138.48
11425,2024-10-01,Sybil,East,Widget B,3.0,29.96,False,,89.88
11426,2024-04-10,Eve,East,Widget E,5.0,18.21,False,,91.05000000000001
11427,2024-02-13,Peggy,South,Widget E,2.0,23.33,False,urgent,46.66
11428,2024-10-31,Victor,West,Widget C,5.0,14.99,False,,74.95
11429,2024-01-17,Charlie,West,Widget A,5.0,32.24,False,discount,161.20000000000002
11430,2024-11-25,Eve,East,Widget A,10.0,24.63,False,,246.29999999999998
11431,2024-02-26,Ruth,West,Widget E,4.0,,False,bulk order,
11432,2024-11-06,Trent,East,Widget B,4.0,11.54,False,discount,46.16
11433,2024-10-29,Sybil,East,Widget C,5.0,15.45,True,fragile,77.25
11434,2024-01-12,Mallory,South,Widget A,4.0,38.3,False,fragile,153.2
11435,2024-11-13,Sybil,East,Widget E,4.0,21.69,False,fragile,86.76
11436,2024-03-20,Ruth,West,Widget B,4.0,27.68,False,urgent,110.72
11437,2024-08-03,Bob,West,Widget B,2.0,40.52,True,,81.04
11438,2024-12-04,Diana,North,Widget B,4.0,27.79,False,gift wrap,111.16
11439,2024-09-20,Grace,West,Widget D,5.0,19.02,False,,95.1
11440,2024-05-28,Bob,North,Widget B,6.0,31.99,False,discount,191.94
11441,2024-03-21,Frank,East,Widget E,,42.05,False,discount,
11442,2024-08-02,Sybil,West,Widget C,6.0,33.99,False,discount,203.94
11443,2024-07-16,Grace,South,Widget E,,26.81,False,bulk order,
11444,2024-07-18,Eve,South,Widget B,6.0,15.02,False,discount,90.12
11445,2024-01-25,Eve,South,Widget C,3.0,19.95,False,bulk order,59.849999999999994
11446,2024-03-29,Victor,East,Widget A,7.0,47.84,False,urgent,334.88
11447,2024-09-24,Ruth,East,Widget A,5.0,40.87,False,fragile,204.35
11448,2024-05-22,Uma,North,Widget E,4.0,13.5,False,gift wrap,54.0
11449,2024-02-28,Ivan,South,Widget C,4.0,10.22,False,,40.88
11450,2024-12-30,Eve,North,Widget E,,17.02,False,,
11451,2024-01-26,Heidi,North,Widget C,4.0,47.76,False,,191.04
11452,2024-02-16,Ivan,West,Widget C,4.0,33.2,False,gift wrap,132.8
11453,2024-10-14,Eve,West,Widget E,3.0,43.55,False,gift wrap,130.64999999999998
11454,2024-09-22,Judy,South,Widget C,6.0,28.61,False,urgent,171.66
11455,2024-01-16,Bob,East,Widget B,3.0,43.07,False,,129.21
11456,2024-07-17,Ivan,West,Widget C,4.0,11.36,False,gift wrap,45.44
11457,2024-10-08,Mallory,East,Widget C,3.0,27.07,False,,81.21000000000001
11458,2024-03-26,Diana,North,Widget E,4.0,25.1,False,bulk order,100.4
11459,2024-09-06,Bob,North,Widget A,3.0,49.26,False,fragile,147.78
11460,2024-09-26,Frank,North,Widget D,3.0,22.02,False,urgent,66.06
11461,2024-11-30,Peggy,North,Widget C,4.0,26.68,False,,106.72
11462,2024-04-26,Alice,South,Widget D,2.0,40.35,True,,80.7
11463,2024-01-07,Trent,North,Widget C,9.0,45.23,False,fragile,407.07
11464,2024-05-16,Grace,West,Widget E,2.0,45.14,True,bulk order,90.28
11465,2024-06-24,Alice,North,Widget E,5.0,25.78,False,fragile,128.9
11466,2024-11-23,Alice,East,Widget C,5.0,47.94,False,bulk order,239.7
11467,2024-11-10,Alice,West,Widget E,7.0,36.14,False,,252.98000000000002
11468,2024-08-02,Diana,East,Widget E,5.0,44.05,False,,220.25
11469,2024-03-22,Diana,East,Widget C,7.0,47.05,True,,329.34999999999997
11470,2024-08-10,Trent,South,Widget A,5.0,19.34,True,,96.7
11471,2024-04-12,Mallory,South,Widget C,3.0,29.97,False,,89.91
11472,2024-09-29,Alice,East,Widget A,2.0,33.51,False,fragile,67.02
11473,2024-01-14,Judy,East,Widget E,5.0,42.1,True,urgent,210.5
11474,2024-06-07,Ivan,North,Widget A,7.0,26.05,False,fragile,182.35
11475,2024-05-31,Diana,West,Widget E,6.0,18.42,True,gift wrap,110.52000000000001
11476,2024-04-17,Frank,North,Widget A,4.0,39.73,False,gift wrap,158.92
11477,2024-07-06,Ruth,South,Widget A,7.0,33.69,False,fragile,235.82999999999998
11478,2024-10-27,Bob,South,Widget C,4.0,45.93,False,gift wrap,183.72
11479,2024-04-07,Trent,North,Widget A,6.0,36.2,False,,217.20000000000002
11480,2024-05-10,Judy,West,Widget E,4.0,10.67,False,fragile,42.68
11481,2024-10-19,Sybil,East,Widget C,7.0,48.67,True,discount,340.69
11482,2024-06-19,Olivia,North,Widget A,5.0,33.72,False,gift wrap,168.6
11483,2024-07-01,Trent,South,Widget C,4.0,33.84,False,,135.36
11484,2024-12-29,Olivia,West,Widget D,4.0,46.37,False,fragile,185.48
11485,2024-02-08,Sybil,South,Widget C,7.0,36.55,False,discount,255.84999999999997
11486,2024-01-15,Eve,West,Widget D,4.0,29.17,False,,116.68
11487,2024-01-04,Mallory,West,Widget D,6.0,14.29,False,gift wrap,85.74
11488,2024-12-14,Grace,West,Widget C,3.0,48.49,False,,145.47
11489,2024-07-28,Judy,North,Widget E,8.0,13.14,False,fragile,105.12
11490,2024-06-09,Sybil,North,Widget E,3.0,16.81,False,,50.42999999999999
11491,2024-01-16,Quentin,North,Widget E,4.0,42.78,True,urgent,171.12
11492,2024-04-17,Trent,West,Widget B,3.0,29.62,False,gift wrap,88.86
11493,2024-11-06,Uma,West,Widget D,6.0,17.13,False,urgent,102.78
11494,2024-08-14,Bob,South,Widget C,6.0,21.45,False,discount,128.7
11495,2024-06-18,Diana,East,Widget E,4.0,49.76,False,fragile,199.04
11496,2024-02-03,Charlie,North,Widget E,4.0,33.36,False,discount,133.44
11497,2024-09-07,Grace,West,Widget C,3.0,26.06,False,,78.17999999999999
11498,2024-09-03,Trent,South,Widget D,5.0,45.05,False,,225.25
11499,2024-09-25,Judy,South,Widget C,4.0,29.19,False,fragile,116.76
11500,2024-05-20,Grace,South,Widget B,4.0,22.32,False,urgent,89.28
11501,2024-09-30,Heidi,North,Widget B,4.0,16.57,False,,66.28
11502,2024-04-05,Frank,North,Widget C,3.0,39.78,False,,119.34
11503,2024-08-14,Alice,East,Widget D,5.0,33.85,False,discount,169.25
11504,2024-02-08,Diana,South,Widget E,3.0,13.69,False,urgent,41.07
11505,2024-10-28,Peggy,North,Widget B,4.0,33.67,False,gift wrap,134.68
11506,2024-01-29,Sybil,South,Widget B,7.0,16.38,False,urgent,114.66
11507,2024-11-13,Victor,West,Widget D,1.0,49.27,True,,49.27
11508,2024-09-01,Trent,South,Widget B,5.0,20.39,False,,101.95
11509,2024-08-23,Mallory,East,Widget B,5.0,37.84,False,,189.20000000000002
11510,2024-07-03,Peggy,North,Widget D,6.0,36.24,False,bulk order,217.44
11511,2024-09-28,Ivan,West,Widget C,4.0,37.65,False,discount,150.6
11512,2024-08-23,Quentin,North,Widget E,3.0,27.2,True,,81.6
11513,2024-08-26,Niaj,West,Widget E,5.0,12.97,False,urgent,64.85000000000001
11514,2024-09-22,Judy,South,Widget B,6.0,49.2,False,bulk order,295.20000000000005
11515,2024-12-24,Uma,South,Widget E,5.0,17.66,False,,88.3
11516,2024-12-05,Uma,East,Widget C,3.0,40.79,False,discount,122.37
11517,2024-03-05,Frank,East,Widget B,8.0,15.5,False,fragile,124.0
11518,2024-06-25,Victor,West,Widget E,7.0,21.25,False,gift wrap,148.75
11519,2024-01-03,Frank,East,Widget A,6.0,32.4,False,discount,194.39999999999998
11520,2024-05-21,Heidi,East,Widget A,1.0,26.54,False,,26.54
11521,2024-06-06,Alice,East,Widget A,2.0,48.33,False,bulk order,96.66
11522,2024-11-19,Sybil,East,Widget A,1.0,43.91,False,,43.91
11523,2024-05-25,Sybil,South,Widget A,4.0,46.87,False,bulk order,187.48
11524,2024-10-19,Quentin,East,Widget B,1.0,35.63,False,fragile,35.63
11525,2024-06-01,Grace,South,Widget D,3.0,18.76,False,bulk order,56.28
11526,2024-07-11,Uma,South,Widget D,6.0,30.74,False,,184.44
11527,2024-03-13,Charlie,North,Widget B,2.0,40.62,False,discount,81.24
11528,2024-10-31,Mallory,South,Widget B,7.0,12.59,False,fragile,88.13
11529,2024-12-09,Victor,South,Widget C,8.0,44.52,False,gift wrap,356.16
11530,2024-05-19,Uma,East,Widget D,3.0,35.25,False,,105.75
11531,2024-07-05,Ivan,South,Widget A,7.0,38.94,False,gift wrap,272.58
11532,2024-10-19,Judy,West,Widget B,4.0,37.77,False,,151.08
11533,2024-03-01,Bob,East,Widget A,5.0,43.91,True,fragile,219.54999999999998
11534,2024-07-16,Alice,East,Widget D,10.0,13.5,False,fragile,135.0
11535,2024-10-21,Ruth,East,Widget E,6.0,25.08,False,,150.48
11536,2024-11-14,Trent,North,Widget E,6.0,30.1,True,urgent,180.60000000000002
11537,2024-10-28,Sybil,East,Widget B,2.0,31.86,False,fragile,63.72
11538,2024-12-09,Frank,South,Widget C,4.0,47.7,False,,190.8
11539,2024-01-11,Peggy,West,Widget A,9.0,11.7,False,bulk order,105.3
11540,2024-03-02,Quentin,East,Widget B,6.0,44.66,False,bulk order,267.96
11541,2024-11-28,Peggy,East,Widget C,2.0,32.08,False,,64.16
11542,2024-08-13,Charlie,West,Widget A,5.0,32.19,False,,160.95
11543,2024-06-01,Uma,East,Widget D,6.0,22.81,True,bulk order,136.85999999999999
11544,2024-07-17,Niaj,North,Widget E,4.0,35.74,True,discount,142.96
11545,2024-02-21,Bob,South,Widget C,8.0,35.86,False,,286.88
11546,2024-09-16,Charlie,West,Widget A,5.0,17.57,False,bulk order,87.85
11547,2024-02-28,Trent,West,Widget B,2.0,37.08,False,discount,74.16
11548,2024-03-12,Alice,North,Widget A,3.0,20.67,False,discount,62.010000000000005
11549,2024-05-27,Victor,South,Widget B,7.0,37.55,False,urgent,262.84999999999997
11550,2024-12-14,Frank,North,Widget E,4.0,34.48,False,bulk order,137.92
11551,2024-03-03,Eve,South,Widget E,5.0,38.64,False,,193.2
11552,2024-11-05,Alice,North,Widget A,6.0,10.79,False,,64.74
11553,2024-08-30,Uma,East,Widget A,11.0,15.01,False,urgent,165.10999999999999
11554,2024-11-25,Alice,North,Widget B,7.0,43.61,False,bulk order,305.27
11555,2024-04-16,Ruth,West,Widget B,7.0,25.23,False,fragile,176.61
11556,2024-08-13,Niaj,West,Widget C,,43.47,False,discount,
11557,2024-11-08,Heidi,West,Widget C,5.0,12.51,False,gift wrap,62.55
11558,2024-08-05,Ruth,North,Widget C,11.0,40.77,False,fragile,448.47
11559,2024-08-28,Alice,West,Widget A,7.0,13.35,False,fragile,93.45
11560,2024-09-15,Diana,West,Widget C,3.0,28.73,True,discount,86.19
11561,2024-09-18,Judy,East,Widget A,6.0,47.5,False,,285.0
11562,2024-01-05,Mallory,East,Widget E,3.0,13.11,False,discount,39.33
11563,2024-09-17,Sybil,South,Widget D,4.0,24.03,False,discount,96.12
11564,2024-02-23,Grace,South,Widget E,5.0,30.73,False,,153.65
11565,2024-02-16,Niaj,South,Widget A,11.0,45.98,False,bulk order,505.78
11566,2024-08-02,Grace,North,Widget A,5.0,23.3,False,,116.5
11567,2024-06-25,Niaj,South,Widget D,3.0,42.28,False,urgent,126.84
11568,2024-01-09,Quentin,North,Widget B,5.0,38.73,False,bulk order,193.64999999999998
11569,2024-04-08,Bob,North,Widget B,7.0,22.28,False,bulk order,155.96
11570,2024-01-20,Peggy,South,Widget B,9.0,23.63,False,discount,212.67
11571,2024-08-28,Olivia,South,Widget C,11.0,17.64,False,fragile,194.04000000000002
11572,2024-03-01,Diana,North,Widget B,5.0,37.72,False,discount,188.6
11573,2024-06-26,Peggy,East,Widget C,7.0,32.52,False,discount,227.64000000000001
11574,2024-12-03,Peggy,West,Widget C,3.0,16.2,False,fragile,48.599999999999994
11575,2024-03-02,Ruth,West,Widget B,5.0,34.8,False,gift wrap,174.0
11576,2024-05-24,Grace,West,Widget B,3.0,29.95,False,urgent,89.85
11577,2024-08-03,Uma,East,Widget D,7.0,13.7,False,,95.89999999999999
11578,2024-01-03,Bob,North,Widget D,7.0,48.15,False,gift wrap,337.05
11579,2024-06-08,Judy,South,Widget C,6.0,43.39,False,discount,260.34000000000003
11580,2024-08-14,Trent,North,Widget D,7.0,12.84,False,bulk order,89.88
11581,2024-09-25,Sybil,North,Widget C,4.0,47.25,False,bulk order,189.0
11582,2024-04-29,Eve,South,Widget A,3.0,46.67,False,fragile,140.01
11583,2024-03-29,Niaj,East,Widget C,6.0,11.69,False,discount,70.14
11584,2024-11-24,Frank,West,Widget C,1.0,18.06,False,,18.06
11585,2024-03-08,Ivan,West,Widget D,2.0,38.1,False,fragile,76.2
11586,2024-12-22,Victor,North,Widget A,5.0,47.38,False,fragile,236.9
11587,2024-04-07,Alice,East,Widget E,6.0,42.92,False,,257.52
11588,2024-09-23,Quentin,West,Widget E,4.0,21.28,False,fragile,85.12
11589,2024-04-14,Frank,East,Widget E,4.0,11.34,False,discount,45.36
11590,2024-11-18,Uma,South,Widget A,9.0,28.92,False,,260.28000000000003
11591,2024-05-02,Trent,North,Widget B,9.0,13.68,False,bulk order,123.12
11592,2024-01-29,Frank,North,Widget A,2.0,19.81,False,,39.62
11593,2024-05-16,Olivia,East,Widget D,6.0,35.6,True,discount,213.60000000000002
11594,2024-07-13,Alice,West,Widget C,8.0,29.8,False,urgent,238.4
11595,2024-08-13,Olivia,East,Widget C,7.0,25.07,False,gift wrap,175.49
11596,2024-11-27,Grace,South,Widget D,6.0,47.2,False,,283.20000000000005
11597,2024-06-18,Quentin,West,Widget D,5.0,17.72,False,urgent,88.6
11598,2024-01-09,Niaj,West,Widget C,4.0,29.5,False,gift wrap,118.0
11599,2024-02-09,Alice,East,Widget B,7.0,32.94,False,,230.57999999999998
11600,2024-01-25,Quentin,South,Widget B,8.0,22.88,False,,183.04
11601,2024-09-17,Diana,West,Widget B,3.0,38.21,False,fragile,114.63
11602,2024-08-13,Olivia,North,Widget D,2.0,44.69,False,,89.38
11603,2024-05-03,Eve,South,Widget C,3.0,31.66,False,,94.98
11604,2024-02-07,Bob,West,Widget C,6.0,41.25,False,,247.5
11605,2024-11-23,Alice,East,Widget C,8.0,12.44,False,gift wrap,99.52
11606,2024-09-07,Ruth,West,Widget A,8.0,16.15,True,urgent,129.2
11607,2024-06-24,Frank,North,Widget A,5.0,28.48,False,gift wrap,142.4
11608,2024-03-30,Ruth,South,Widget E,4.0,46.84,False,,187.36
11609,2024-02-06,Peggy,West,Widget A,4.0,31.26,False,discount,125.04
11610,2024-11-11,Charlie,North,Widget B,3.0,27.29,False,discount,81.87
11611,2024-06-24,Quentin,West,Widget B,6.0,34.0,False,gift wrap,204.0
11612,2024-10-10,Charlie,West,Widget B,10.0,14.98,False,fragile,149.8
11613,2024-03-21,Bob,South,Widget B,10.0,36.15,False,fragile,361.5
11614,2024-04-23,Alice,East,Widget E,4.0,13.76,False,discount,55.04
11615,2024-02-09,Ivan,East,Widget B,4.0,33.07,False,fragile,132.28
11616,2024-10-27,Ivan,North,Widget D,5.0,38.58,False,,192.89999999999998
11617,2024-08-11,Grace,North,Widget D,3.0,26.46,False,,79.38
11618,2024-11-13,Charlie,North,Widget D,5.0,46.44,False,,232.2
11619,2024-12-14,Trent,South,Widget A,6.0,16.08,False,gift wrap,96.47999999999999
11620,2024-04-24,Mallory,East,Widget C,4.0,16.84,False,urgent,67.36
11621,2024-07-04,Grace,North,Widget E,4.0,30.68,False,,122.72
11622,2024-11-18,Ivan,North,Widget D,5.0,47.27,False,bulk order,236.35000000000002
11623,2024-02-25,Alice,West,Widget D,4.0,25.63,False,discount,102.52
11624,2024-02-09,Peggy,West,Widget B,4.0,47.06,False,,188.24
11625,2024-12-19,Victor,North,Widget D,5.0,37.74,False,discount,188.70000000000002
11626,2024-02-09,Frank,West,Widget B,4.0,41.3,False,bulk order,165.2
11627,2024-12-12,Grace,West,Widget B,2.0,47.51,False,fragile,95.02
11628,2024-08-24,Judy,West,Widget C,4.0,32.89,False,,131.56
11629,2024-10-15,Grace,South,Widget A,2.0,35.67,False,,71.34
11630,2024-09-18,Bob,North,Widget B,5.0,33.16,False,,165.79999999999998
11631,2024-08-03,Diana,North,Widget B,10.0,41.39,False,discount,413.9
11632,2024-05-26,Sybil,West,Widget C,1.0,20.94,False,,20.94
11633,2024-12-01,Alice,South,Widget B,4.0,41.52,False,discount,166.08
11634,2024-06-16,Judy,West,Widget E,2.0,38.54,False,fragile,77.08
11635,2024-04-01,Uma,South,Widget A,4.0,34.08,False,,136.32
11636,2024-12-18,Quentin,North,Widget E,2.0,11.55,False,fragile,23.1
11637,2024-02-28,Judy,West,Widget D,3.0,40.98,False,,122.94
11638,2024-02-28,Uma,North,Widget A,8.0,15.3,True,discount,122.4
11639,2024-10-30,Niaj,South,Widget D,5.0,48.48,False,fragile,242.39999999999998
11640,2024-06-17,Ruth,East,Widget B,2.0,13.26,False,bulk order,26.52
11641,2024-09-25,Ivan,South,Widget C,4.0,38.81,False,,155.24
11642,2024-12-28,Quentin,East,Widget E,3.0,24.42,False,discount,73.26
11643,2024-02-14,Sybil,North,Widget D,7.0,39.43,False,bulk order,276.01
11644,2024-12-10,Peggy,North,Widget B,10.0,30.76,False,bulk order,307.6
11645,2024-06-29,Trent,West,Widget E,7.0,35.18,False,,246.26
11646,2024-06-18,Bob,East,Widget E,6.0,13.02,False,urgent,78.12
11647,2024-12-21,Diana,South,Widget D,1.0,48.66,False,gift wrap,48.66
11648,2024-07-09,Trent,North,Widget B,4.0,10.15,False,discount,40.6
11649,2024-06-03,Grace,East,Widget C,4.0,47.65,False,,190.6
11650,2024-07-06,Olivia,South,Widget D,8.0,32.73,False,gift wrap,261.84
11651,2024-01-07,Quentin,East,Widget E,8.0,20.33,False,bulk order,162.64
11652,2024-05-12,Alice,South,Widget E,4.0,35.51,False,discount,142.04
11653,2024-08-22,Mallory,South,Widget A,3.0,36.92,False,gift wrap,110.76
11654,2024-02-14,Judy,South,Widget B,6.0,39.21,False,,235.26
11655,2024-11-09,Eve,South,Widget A,2.0,10.66,False,discount,21.32
11656,2024-09-05,Ruth,East,Widget C,2.0,49.31,False,gift wrap,98.62
11657,2024-01-31,Mallory,East,Widget D,4.0,34.72,False,fragile,138.88
11658,2024-01-23,Frank,West,Widget E,4.0,25.1,False,discount,100.4
11659,2024-06-08,Ivan,East,Widget B,9.0,32.83,False,urgent,295.46999999999997
11660,2024-12-28,Olivia,East,Widget E,5.0,17.14,False,,85.7
11661,2024-06-06,Heidi,West,Widget A,7.0,19.89,False,fragile,139.23000000000002
11662,2024-02-08,Peggy,East,Widget A,5.0,13.43,False,discount,67.15
11663,2024-03-22,Alice,South,Widget D,2.0,45.17,True,gift wrap,90.34
11664,2024-12-21,Sybil,North,Widget B,7.0,20.06,False,gift wrap,140.42
11665,2024-09-14,Eve,North,Widget B,3.0,39.59,False,urgent,118.77000000000001
11666,2024-07-24,Bob,West,Widget D,9.0,20.97,False,discount,188.73
11667,2024-03-17,Ivan,East,Widget A,6.0,15.84,False,bulk order,95.03999999999999
11668,2024-01-12,Diana,East,Widget A,4.0,14.33,False,gift wrap,57.32
11669,2024-10-21,Sybil,West,Widget A,5.0,44.41,False,urgent,222.04999999999998
11670,2024-08-11,Sybil,North,Widget E,3.0,14.79,False,discount,44.37
11671,2024-01-13,Trent,South,Widget C,3.0,13.49,False,discount,40.47
11672,2024-02-15,Ruth,East,Widget A,6.0,10.37,False,,62.22
11673,2024-06-03,Heidi,West,Widget C,2.0,24.66,True,,49.32
11674,2024-04-22,Mallory,South,Widget C,7.0,47.71,False,fragile,333.97
11675,2024-08-20,Trent,West,Widget B,9.0,46.35,False,,417.15000000000003
11676,2024-01-17,Judy,West,Widget D,4.0,14.6,False,fragile,58.4
11677,2024-12-25,Olivia,West,Widget E,5.0,10.5,False,fragile,52.5
11678,2024-08-10,Sybil,North,Widget C,1.0,40.04,False,,40.04
11679,2024-12-19,Trent,North,Widget E,8.0,22.26,False,,178.08
11680,2024-07-06,Judy,West,Widget B,2.0,43.39,False,urgent,86.78
11681,2024-12-09,Ruth,East,Widget A,5.0,18.62,False,bulk order,93.10000000000001
11682,2024-12-30,Victor,South,Widget C,5.0,29.69,False,discount,148.45000000000002
11683,2024-06-11,Eve,East,Widget D,5.0,11.32,False,gift wrap,56.6
11684,2024-11-21,Olivia,North,Widget B,12.0,45.79,False,discount,549.48
11685,2024-03-14,Trent,South,Widget E,2.0,17.12,False,urgent,34.24
11686,2024-08-20,Sybil,West,Widget A,2.0,21.79,True,urgent,43.58
11687,2024-08-11,Ivan,East,Widget E,6.0,29.19,False,,175.14000000000001
11688,2024-11-14,Peggy,East,Widget D,7.0,20.85,False,bulk order,145.95000000000002
11689,2024-02-29,Sybil,West,Widget C,4.0,11.61,False,gift wrap,46.44
11690,2024-11-30,Diana,East,Widget D,4.0,11.16,False,gift wrap,44.64
11691,2024-08-09,Trent,North,Widget E,6.0,48.21,False,urgent,289.26
11692,2024-02-06,Victor,West,Widget E,5.0,23.02,False,bulk order,115.1
11693,2024-10-04,Quentin,East,Widget D,6.0,23.38,False,,140.28
11694,2024-07-14,Mallory,West,Widget D,4.0,46.92,False,gift wrap,187.68
11695,2024-12-17,Niaj,South,Widget D,6.0,43.45,False,,260.70000000000005
11696,2024-08-29,Ivan,West,Widget A,7.0,37.48,False,gift wrap,262.35999999999996
11697,2024-11-19,Olivia,East,Widget E,4.0,36.34,False,bulk order,145.36
11698,2024-08-06,Quentin,North,Widget B,3.0,42.04,True,,126.12
11699,2024-07-10,Quentin,West,Widget A,5.0,16.76,False,,83.80000000000001
11700,2024-01-17,Eve,West,Widget A,4.0,36.57,False,,146.28
11701,2024-01-12,Uma,East,Widget A,4.0,13.94,False,urgent,55.76
11702,2024-07-11,Victor,North,Widget B,7.0,15.06,False,,105.42
11703,2024-01-22,Peggy,North,Widget D,9.0,19.71,False,gift wrap,177.39000000000001
11704,2024-04-29,Sybil,South,Widget E,0.0,,False,,
11705,2024-07-28,Trent,South,Widget C,2.0,45.7,False,,91.4
11706,2024-11-01,Charlie,East,Widget C,4.0,37.63,False,gift wrap,150.52
11707,2024-09-26,Bob,North,Widget E,4.0,26.66,False,gift wrap,106.64
11708,2024-07-10,Alice,North,Widget B,3.0,30.55,False,urgent,91.65
11709,2024-06-23,Judy,South,Widget C,2.0,,False,urgent,
11710,2024-10-11,Uma,South,Widget A,8.0,34.53,False,,276.24
11711,2024-07-22,Sybil,East,Widget C,8.0,31.18,False,,249.44
11712,2024-06-12,Niaj,North,Widget E,3.0,19.47,False,urgent,58.41
11713,2024-09-07,Alice,West,Widget A,5.0,34.68,False,fragile,173.4
11714,2024-08-14,Niaj,South,Widget C,6.0,10.75,False,bulk order,64.5
11715,2024-01-07,Sybil,East,Widget E,4.0,32.4,False,,129.6
11716,2024-01-29,Charlie,North,Widget B,4.0,42.83,False,,171.32
11717,2024-02-02,Mallory,North,Widget E,4.0,17.19,False,,68.76
11718,2024-05-13,Sybil,South,Widget B,6.0,14.57,False,fragile,87.42
11719,2024-03-19,Charlie,East,Widget A,6.0,48.81,False,discount,292.86
11720,2024-02-27,Heidi,West,Widget E,5.0,43.74,False,,218.70000000000002
11721,2024-01-26,Victor,South,Widget D,2.0,22.08,False,urgent,44.16
11722,2024-08-13,Diana,East,Widget D,1.0,18.34,False,discount,18.34
11723,2024-10-11,Grace,North,Widget D,5.0,23.36,False,urgent,116.8
11724,2024-01-04,Peggy,West,Widget D,2.0,27.25,False,bulk order,54.5
11725,2024-04-08,Peggy,East,Widget D,7.0,42.84,False,gift wrap,299.88
11726,2024-02-08,Diana,West,Widget B,7.0,19.57,True,,136.99
11727,2024-09-27,Ruth,East,Widget E,3.0,38.83,True,fragile,116.49
11728,2024-10-11,Alice,East,Widget A,10.0,47.17,False,,471.70000000000005
11729,2024-06-05,Sybil,East,Widget D,8.0,25.18,False,gift wrap,201.44
